[15:29:49.450] Namespace(base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[15:30:14.280] 8 itertations per epoch
[18:13:05.796] Namespace(base_lr=0.01, batch_size=2, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=0, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[18:17:20.081] Namespace(base_lr=0.01, batch_size=2, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=0, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[19:08:45.006] Namespace(base_lr=0.01, batch_size=2, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=0, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[12:23:28.247] Namespace(base_lr=0.01, batch_size=2, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=0, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[12:37:25.562] Namespace(base_lr=0.01, batch_size=2, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=0, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[14:09:08.337] Namespace(base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='UAMT_unlabel', gpu='0', labeled_bs=2, max_iterations=6000, root_path='../data/2018LA_Seg_Training Set/', seed=1337)
[14:09:13.411] 8 itertations per epoch
[14:09:19.760] iteration 1 : loss : 0.570754 cons_dist: 0.272812, loss_weight: 0.000674
[14:10:15.424] iteration 24 : loss : 0.438747 cons_dist: 0.026874, loss_weight: 0.000674
[14:10:18.458] iteration 25 : loss : 0.428678 cons_dist: 0.013064, loss_weight: 0.000674
[14:10:20.552] iteration 26 : loss : 0.456460 cons_dist: 0.018520, loss_weight: 0.000674
[14:10:22.662] iteration 27 : loss : 0.416099 cons_dist: 0.010321, loss_weight: 0.000674
[14:10:24.782] iteration 28 : loss : 0.429424 cons_dist: 0.014595, loss_weight: 0.000674
[14:10:26.875] iteration 29 : loss : 0.417262 cons_dist: 0.012875, loss_weight: 0.000674
[14:10:28.971] iteration 30 : loss : 0.479546 cons_dist: 0.007583, loss_weight: 0.000674
[14:10:31.063] iteration 31 : loss : 0.443051 cons_dist: 0.014884, loss_weight: 0.000674
[14:10:33.157] iteration 32 : loss : 0.485880 cons_dist: 0.030852, loss_weight: 0.000674
[14:10:36.396] iteration 33 : loss : 0.409283 cons_dist: 0.003582, loss_weight: 0.000674
[14:10:38.502] iteration 34 : loss : 0.453423 cons_dist: 0.003987, loss_weight: 0.000674
[14:10:40.605] iteration 35 : loss : 0.482049 cons_dist: 0.005881, loss_weight: 0.000674
[14:10:42.706] iteration 36 : loss : 0.419454 cons_dist: 0.008241, loss_weight: 0.000674
[14:10:44.800] iteration 37 : loss : 0.340435 cons_dist: 0.018997, loss_weight: 0.000674
[14:10:46.894] iteration 38 : loss : 0.423609 cons_dist: 0.008288, loss_weight: 0.000674
[14:10:48.989] iteration 39 : loss : 0.464440 cons_dist: 0.031058, loss_weight: 0.000674
[14:10:51.081] iteration 40 : loss : 0.358115 cons_dist: 0.007040, loss_weight: 0.000674
[14:10:54.065] iteration 41 : loss : 0.282653 cons_dist: 0.013270, loss_weight: 0.000674
[14:10:56.158] iteration 42 : loss : 0.384171 cons_dist: 0.026310, loss_weight: 0.000674
[14:10:58.257] iteration 43 : loss : 0.430231 cons_dist: 0.036574, loss_weight: 0.000674
[14:11:00.356] iteration 44 : loss : 0.446487 cons_dist: 0.043175, loss_weight: 0.000674
[14:11:02.451] iteration 45 : loss : 0.355962 cons_dist: 0.006918, loss_weight: 0.000674
[14:11:04.543] iteration 46 : loss : 0.425370 cons_dist: 0.006782, loss_weight: 0.000674
[14:11:06.638] iteration 47 : loss : 0.423297 cons_dist: 0.007934, loss_weight: 0.000674
[14:11:08.732] iteration 48 : loss : 0.359834 cons_dist: 0.044682, loss_weight: 0.000674
[14:11:11.597] iteration 49 : loss : 0.424053 cons_dist: 0.028945, loss_weight: 0.000674
[14:11:13.692] iteration 50 : loss : 0.496142 cons_dist: 0.006759, loss_weight: 0.000674
[14:11:17.406] iteration 51 : loss : 0.410232 cons_dist: 0.051684, loss_weight: 0.000674
[14:11:19.503] iteration 52 : loss : 0.356621 cons_dist: 0.008480, loss_weight: 0.000674
[14:11:21.590] iteration 53 : loss : 0.466321 cons_dist: 0.010077, loss_weight: 0.000674
[14:11:23.688] iteration 54 : loss : 0.327454 cons_dist: 0.010747, loss_weight: 0.000674
[14:11:25.781] iteration 55 : loss : 0.315812 cons_dist: 0.039134, loss_weight: 0.000674
[14:11:27.876] iteration 56 : loss : 0.343510 cons_dist: 0.003615, loss_weight: 0.000674
[14:11:30.773] iteration 57 : loss : 0.427134 cons_dist: 0.007292, loss_weight: 0.000674
[14:11:32.866] iteration 58 : loss : 0.266492 cons_dist: 0.019449, loss_weight: 0.000674
[14:11:34.961] iteration 59 : loss : 0.340153 cons_dist: 0.003667, loss_weight: 0.000674
[14:11:37.064] iteration 60 : loss : 0.328598 cons_dist: 0.015710, loss_weight: 0.000674
[14:11:39.168] iteration 61 : loss : 0.450472 cons_dist: 0.007896, loss_weight: 0.000674
[14:11:41.262] iteration 62 : loss : 0.334347 cons_dist: 0.027582, loss_weight: 0.000674
[14:11:43.356] iteration 63 : loss : 0.301388 cons_dist: 0.031131, loss_weight: 0.000674
[14:11:45.451] iteration 64 : loss : 0.338244 cons_dist: 0.010741, loss_weight: 0.000674
[14:11:48.932] iteration 65 : loss : 0.407310 cons_dist: 0.002359, loss_weight: 0.000674
[14:11:51.027] iteration 66 : loss : 0.311388 cons_dist: 0.006371, loss_weight: 0.000674
[14:11:53.121] iteration 67 : loss : 0.367046 cons_dist: 0.008582, loss_weight: 0.000674
[14:11:55.217] iteration 68 : loss : 0.343138 cons_dist: 0.011582, loss_weight: 0.000674
[14:11:57.321] iteration 69 : loss : 0.366070 cons_dist: 0.006214, loss_weight: 0.000674
[14:11:59.430] iteration 70 : loss : 0.455789 cons_dist: 0.009208, loss_weight: 0.000674
[14:12:01.526] iteration 71 : loss : 0.383916 cons_dist: 0.023278, loss_weight: 0.000674
[14:12:03.619] iteration 72 : loss : 0.380545 cons_dist: 0.032909, loss_weight: 0.000674
[14:12:06.510] iteration 73 : loss : 0.372906 cons_dist: 0.009096, loss_weight: 0.000674
[14:12:08.605] iteration 74 : loss : 0.344925 cons_dist: 0.007061, loss_weight: 0.000674
[14:12:10.873] iteration 75 : loss : 0.353826 cons_dist: 0.004652, loss_weight: 0.000674
[14:12:13.336] iteration 76 : loss : 0.431128 cons_dist: 0.015033, loss_weight: 0.000674
[14:12:16.604] iteration 77 : loss : 0.393561 cons_dist: 0.006862, loss_weight: 0.000674
[14:12:19.048] iteration 78 : loss : 0.361155 cons_dist: 0.019554, loss_weight: 0.000674
[14:12:22.289] iteration 79 : loss : 0.357038 cons_dist: 0.003463, loss_weight: 0.000674
[14:12:24.701] iteration 80 : loss : 0.276942 cons_dist: 0.005405, loss_weight: 0.000674
[14:12:28.244] iteration 81 : loss : 0.242936 cons_dist: 0.007391, loss_weight: 0.000674
[14:12:31.501] iteration 82 : loss : 0.261305 cons_dist: 0.012396, loss_weight: 0.000674
[14:12:33.955] iteration 83 : loss : 0.361764 cons_dist: 0.003861, loss_weight: 0.000674
[14:12:37.226] iteration 84 : loss : 0.287423 cons_dist: 0.003252, loss_weight: 0.000674
[14:12:39.677] iteration 85 : loss : 0.344820 cons_dist: 0.003789, loss_weight: 0.000674
[14:12:42.934] iteration 86 : loss : 0.359720 cons_dist: 0.009053, loss_weight: 0.000674
[14:12:45.370] iteration 87 : loss : 0.283594 cons_dist: 0.011725, loss_weight: 0.000674
[14:12:48.632] iteration 88 : loss : 0.263751 cons_dist: 0.009880, loss_weight: 0.000674
[14:12:52.256] iteration 89 : loss : 0.455781 cons_dist: 0.012878, loss_weight: 0.000674
[14:12:55.454] iteration 90 : loss : 0.366145 cons_dist: 0.022898, loss_weight: 0.000674
[14:12:57.993] iteration 91 : loss : 0.259460 cons_dist: 0.006814, loss_weight: 0.000674
[14:13:01.325] iteration 92 : loss : 0.373923 cons_dist: 0.011269, loss_weight: 0.000674
[14:13:03.774] iteration 93 : loss : 0.389075 cons_dist: 0.012630, loss_weight: 0.000674
[14:13:07.028] iteration 94 : loss : 0.383043 cons_dist: 0.017017, loss_weight: 0.000674
[14:13:09.495] iteration 95 : loss : 0.316156 cons_dist: 0.015193, loss_weight: 0.000674
[14:13:12.759] iteration 96 : loss : 0.251113 cons_dist: 0.010413, loss_weight: 0.000674
[14:13:16.425] iteration 97 : loss : 0.219182 cons_dist: 0.004414, loss_weight: 0.000674
[14:13:19.675] iteration 98 : loss : 0.343191 cons_dist: 0.006112, loss_weight: 0.000674
[14:13:22.143] iteration 99 : loss : 0.332437 cons_dist: 0.014354, loss_weight: 0.000674
[14:13:25.402] iteration 100 : loss : 0.348256 cons_dist: 0.004211, loss_weight: 0.000674
[14:13:28.962] iteration 101 : loss : 0.281119 cons_dist: 0.009717, loss_weight: 0.000674
[14:13:31.348] iteration 102 : loss : 0.309854 cons_dist: 0.009436, loss_weight: 0.000674
[14:13:34.624] iteration 103 : loss : 0.330865 cons_dist: 0.008609, loss_weight: 0.000674
[14:13:37.038] iteration 104 : loss : 0.351331 cons_dist: 0.018384, loss_weight: 0.000674
[14:13:40.644] iteration 105 : loss : 0.313049 cons_dist: 0.004381, loss_weight: 0.000674
[14:13:43.913] iteration 106 : loss : 0.525383 cons_dist: 0.020332, loss_weight: 0.000674
[14:13:46.370] iteration 107 : loss : 0.366944 cons_dist: 0.007197, loss_weight: 0.000674
[14:13:49.627] iteration 108 : loss : 0.350040 cons_dist: 0.034453, loss_weight: 0.000674
[14:13:52.884] iteration 109 : loss : 0.283037 cons_dist: 0.005691, loss_weight: 0.000674
[14:13:55.389] iteration 110 : loss : 0.239244 cons_dist: 0.005412, loss_weight: 0.000674
[14:13:57.838] iteration 111 : loss : 0.387166 cons_dist: 0.003713, loss_weight: 0.000674
[14:14:01.072] iteration 112 : loss : 0.184071 cons_dist: 0.004216, loss_weight: 0.000674
[14:14:04.802] iteration 113 : loss : 0.188117 cons_dist: 0.018752, loss_weight: 0.000674
[14:14:08.038] iteration 114 : loss : 0.248947 cons_dist: 0.010966, loss_weight: 0.000674
[14:14:10.567] iteration 115 : loss : 0.243398 cons_dist: 0.010058, loss_weight: 0.000674
[14:14:13.726] iteration 116 : loss : 0.335679 cons_dist: 0.009523, loss_weight: 0.000674
[14:14:16.113] iteration 117 : loss : 0.362614 cons_dist: 0.007320, loss_weight: 0.000674
[14:14:19.441] iteration 118 : loss : 0.315866 cons_dist: 0.009693, loss_weight: 0.000674
[14:14:21.931] iteration 119 : loss : 0.263338 cons_dist: 0.008460, loss_weight: 0.000674
[14:14:25.158] iteration 120 : loss : 0.418520 cons_dist: 0.002960, loss_weight: 0.000674
[14:14:28.791] iteration 121 : loss : 0.213893 cons_dist: 0.007427, loss_weight: 0.000674
[14:14:31.196] iteration 122 : loss : 0.313513 cons_dist: 0.005292, loss_weight: 0.000674
[14:14:33.656] iteration 123 : loss : 0.284850 cons_dist: 0.007723, loss_weight: 0.000674
[14:14:36.807] iteration 124 : loss : 0.263113 cons_dist: 0.007573, loss_weight: 0.000674
[14:14:39.238] iteration 125 : loss : 0.482196 cons_dist: 0.006129, loss_weight: 0.000674
[14:14:42.544] iteration 126 : loss : 0.314349 cons_dist: 0.008462, loss_weight: 0.000674
[14:14:45.046] iteration 127 : loss : 0.339608 cons_dist: 0.011523, loss_weight: 0.000674
[14:14:48.292] iteration 128 : loss : 0.238385 cons_dist: 0.006921, loss_weight: 0.000674
[14:14:52.100] iteration 129 : loss : 0.318580 cons_dist: 0.018376, loss_weight: 0.000674
[14:14:55.403] iteration 130 : loss : 0.318538 cons_dist: 0.018323, loss_weight: 0.000674
[14:14:57.853] iteration 131 : loss : 0.358124 cons_dist: 0.003177, loss_weight: 0.000674
[14:15:00.249] iteration 132 : loss : 0.245551 cons_dist: 0.009999, loss_weight: 0.000674
[14:15:03.503] iteration 133 : loss : 0.215775 cons_dist: 0.019040, loss_weight: 0.000674
[14:15:05.947] iteration 134 : loss : 0.281724 cons_dist: 0.008563, loss_weight: 0.000674
[14:15:09.193] iteration 135 : loss : 0.301295 cons_dist: 0.019690, loss_weight: 0.000674
[14:15:11.599] iteration 136 : loss : 0.262020 cons_dist: 0.008291, loss_weight: 0.000674
[14:15:15.296] iteration 137 : loss : 0.237586 cons_dist: 0.021652, loss_weight: 0.000674
[14:15:18.562] iteration 138 : loss : 0.199829 cons_dist: 0.003204, loss_weight: 0.000674
[14:15:21.140] iteration 139 : loss : 0.259963 cons_dist: 0.018583, loss_weight: 0.000674
[14:15:24.457] iteration 140 : loss : 0.265561 cons_dist: 0.027123, loss_weight: 0.000674
[14:15:27.779] iteration 141 : loss : 0.333202 cons_dist: 0.003349, loss_weight: 0.000674
[14:15:30.315] iteration 142 : loss : 0.474728 cons_dist: 0.015822, loss_weight: 0.000674
[14:15:33.612] iteration 143 : loss : 0.359357 cons_dist: 0.016006, loss_weight: 0.000674
[14:15:36.044] iteration 144 : loss : 0.251340 cons_dist: 0.009189, loss_weight: 0.000674
[14:15:39.619] iteration 145 : loss : 0.254485 cons_dist: 0.006914, loss_weight: 0.000674
[14:15:42.921] iteration 146 : loss : 0.227280 cons_dist: 0.020552, loss_weight: 0.000674
[14:15:45.390] iteration 147 : loss : 0.224788 cons_dist: 0.014542, loss_weight: 0.000674
[14:15:48.234] iteration 148 : loss : 0.218777 cons_dist: 0.007040, loss_weight: 0.000674
[14:15:51.015] iteration 149 : loss : 0.266526 cons_dist: 0.022630, loss_weight: 0.000674
[14:15:53.525] iteration 150 : loss : 0.275604 cons_dist: 0.006571, loss_weight: 0.000674
[14:15:58.296] iteration 151 : loss : 0.188168 cons_dist: 0.009150, loss_weight: 0.000862
[14:16:00.726] iteration 152 : loss : 0.321366 cons_dist: 0.005985, loss_weight: 0.000862
[14:16:04.240] iteration 153 : loss : 0.332507 cons_dist: 0.010497, loss_weight: 0.000862
[14:16:07.489] iteration 154 : loss : 0.160556 cons_dist: 0.004911, loss_weight: 0.000862
[14:16:09.946] iteration 155 : loss : 0.222973 cons_dist: 0.008493, loss_weight: 0.000862
[14:16:13.202] iteration 156 : loss : 0.239292 cons_dist: 0.015024, loss_weight: 0.000862
[14:16:15.959] iteration 157 : loss : 0.227312 cons_dist: 0.012005, loss_weight: 0.000862
[14:16:18.955] iteration 158 : loss : 0.383893 cons_dist: 0.005964, loss_weight: 0.000862
[14:16:22.161] iteration 159 : loss : 0.348530 cons_dist: 0.011622, loss_weight: 0.000862
[14:16:24.783] iteration 160 : loss : 0.267047 cons_dist: 0.034758, loss_weight: 0.000862
[14:16:28.268] iteration 161 : loss : 0.504236 cons_dist: 0.005326, loss_weight: 0.000862
[14:16:31.512] iteration 162 : loss : 0.237951 cons_dist: 0.018436, loss_weight: 0.000862
[14:16:33.972] iteration 163 : loss : 0.298890 cons_dist: 0.008661, loss_weight: 0.000862
[14:16:37.266] iteration 164 : loss : 0.320641 cons_dist: 0.020457, loss_weight: 0.000862
[14:16:39.715] iteration 165 : loss : 0.216130 cons_dist: 0.017550, loss_weight: 0.000862
[14:16:42.961] iteration 166 : loss : 0.210006 cons_dist: 0.010198, loss_weight: 0.000862
[14:16:45.371] iteration 167 : loss : 0.235076 cons_dist: 0.012142, loss_weight: 0.000862
[14:16:47.794] iteration 168 : loss : 0.213912 cons_dist: 0.005996, loss_weight: 0.000862
[14:16:51.237] iteration 169 : loss : 0.383186 cons_dist: 0.004973, loss_weight: 0.000862
[14:16:54.549] iteration 170 : loss : 0.273177 cons_dist: 0.008465, loss_weight: 0.000862
[14:16:56.962] iteration 171 : loss : 0.266759 cons_dist: 0.005721, loss_weight: 0.000862
[14:17:00.305] iteration 172 : loss : 0.226071 cons_dist: 0.017671, loss_weight: 0.000862
[14:17:02.773] iteration 173 : loss : 0.293099 cons_dist: 0.029514, loss_weight: 0.000862
[14:17:06.022] iteration 174 : loss : 0.338429 cons_dist: 0.043448, loss_weight: 0.000862
[14:17:08.431] iteration 175 : loss : 0.244659 cons_dist: 0.015747, loss_weight: 0.000862
[14:17:10.876] iteration 176 : loss : 0.237540 cons_dist: 0.020890, loss_weight: 0.000862
[14:17:14.315] iteration 177 : loss : 0.203815 cons_dist: 0.011859, loss_weight: 0.000862
[14:17:17.646] iteration 178 : loss : 0.245263 cons_dist: 0.013963, loss_weight: 0.000862
[14:17:20.060] iteration 179 : loss : 0.226631 cons_dist: 0.013962, loss_weight: 0.000862
[14:17:22.585] iteration 180 : loss : 0.276987 cons_dist: 0.007131, loss_weight: 0.000862
[14:17:25.727] iteration 181 : loss : 0.194079 cons_dist: 0.007523, loss_weight: 0.000862
[14:17:28.172] iteration 182 : loss : 0.267549 cons_dist: 0.010121, loss_weight: 0.000862
[14:17:31.428] iteration 183 : loss : 0.227713 cons_dist: 0.006633, loss_weight: 0.000862
[14:17:33.843] iteration 184 : loss : 0.366637 cons_dist: 0.007199, loss_weight: 0.000862
[14:17:37.386] iteration 185 : loss : 0.211910 cons_dist: 0.017149, loss_weight: 0.000862
[14:17:40.663] iteration 186 : loss : 0.224789 cons_dist: 0.010054, loss_weight: 0.000862
[14:17:43.037] iteration 187 : loss : 0.226558 cons_dist: 0.003398, loss_weight: 0.000862
[14:17:45.502] iteration 188 : loss : 0.193543 cons_dist: 0.005290, loss_weight: 0.000862
[14:17:48.757] iteration 189 : loss : 0.212197 cons_dist: 0.012697, loss_weight: 0.000862
[14:17:51.250] iteration 190 : loss : 0.381664 cons_dist: 0.008993, loss_weight: 0.000862
[14:17:54.531] iteration 191 : loss : 0.238443 cons_dist: 0.025688, loss_weight: 0.000862
[14:17:56.983] iteration 192 : loss : 0.352194 cons_dist: 0.005135, loss_weight: 0.000862
[14:18:00.510] iteration 193 : loss : 0.263065 cons_dist: 0.004322, loss_weight: 0.000862
[14:18:03.790] iteration 194 : loss : 0.220883 cons_dist: 0.019108, loss_weight: 0.000862
[14:18:06.261] iteration 195 : loss : 0.164302 cons_dist: 0.041490, loss_weight: 0.000862
[14:18:09.585] iteration 196 : loss : 0.380629 cons_dist: 0.019666, loss_weight: 0.000862
[14:18:12.014] iteration 197 : loss : 0.247699 cons_dist: 0.006777, loss_weight: 0.000862
[14:18:15.342] iteration 198 : loss : 0.237107 cons_dist: 0.014033, loss_weight: 0.000862
[14:18:17.800] iteration 199 : loss : 0.185844 cons_dist: 0.025410, loss_weight: 0.000862
[14:18:21.055] iteration 200 : loss : 0.255419 cons_dist: 0.017831, loss_weight: 0.000862
[14:18:25.991] iteration 201 : loss : 0.294992 cons_dist: 0.020820, loss_weight: 0.000862
[14:18:28.439] iteration 202 : loss : 0.221002 cons_dist: 0.008484, loss_weight: 0.000862
[14:18:31.699] iteration 203 : loss : 0.139918 cons_dist: 0.025585, loss_weight: 0.000862
[14:18:35.044] iteration 204 : loss : 0.299572 cons_dist: 0.013426, loss_weight: 0.000862
[14:18:37.509] iteration 205 : loss : 0.186461 cons_dist: 0.017377, loss_weight: 0.000862
[14:18:40.785] iteration 206 : loss : 0.227165 cons_dist: 0.016130, loss_weight: 0.000862
[14:18:43.244] iteration 207 : loss : 0.212708 cons_dist: 0.056705, loss_weight: 0.000862
[14:18:46.492] iteration 208 : loss : 0.318405 cons_dist: 0.006248, loss_weight: 0.000862
[14:18:50.031] iteration 209 : loss : 0.186489 cons_dist: 0.012902, loss_weight: 0.000862
[14:18:52.743] iteration 210 : loss : 0.229615 cons_dist: 0.009246, loss_weight: 0.000862
[14:18:55.701] iteration 211 : loss : 0.240299 cons_dist: 0.010001, loss_weight: 0.000862
[14:18:58.147] iteration 212 : loss : 0.149541 cons_dist: 0.012795, loss_weight: 0.000862
[14:19:01.434] iteration 213 : loss : 0.146907 cons_dist: 0.004589, loss_weight: 0.000862
[14:19:03.888] iteration 214 : loss : 0.177380 cons_dist: 0.008764, loss_weight: 0.000862
[14:19:07.130] iteration 215 : loss : 0.139224 cons_dist: 0.009598, loss_weight: 0.000862
[14:19:09.530] iteration 216 : loss : 0.222425 cons_dist: 0.018974, loss_weight: 0.000862
[14:19:13.903] iteration 217 : loss : 0.154245 cons_dist: 0.012056, loss_weight: 0.000862
[14:19:16.496] iteration 218 : loss : 0.339896 cons_dist: 0.039737, loss_weight: 0.000862
[14:19:19.258] iteration 219 : loss : 0.458000 cons_dist: 0.006028, loss_weight: 0.000862
[14:19:22.177] iteration 220 : loss : 0.262739 cons_dist: 0.021765, loss_weight: 0.000862
[14:19:25.246] iteration 221 : loss : 0.286081 cons_dist: 0.009441, loss_weight: 0.000862
[14:19:27.996] iteration 222 : loss : 0.277698 cons_dist: 0.008220, loss_weight: 0.000862
[14:19:31.252] iteration 223 : loss : 0.142616 cons_dist: 0.011628, loss_weight: 0.000862
[14:19:33.810] iteration 224 : loss : 0.287674 cons_dist: 0.014890, loss_weight: 0.000862
[14:19:38.200] iteration 225 : loss : 0.262456 cons_dist: 0.009329, loss_weight: 0.000862
[14:19:40.667] iteration 226 : loss : 0.232272 cons_dist: 0.020768, loss_weight: 0.000862
[14:19:43.949] iteration 227 : loss : 0.284770 cons_dist: 0.009112, loss_weight: 0.000862
[14:19:46.398] iteration 228 : loss : 0.216464 cons_dist: 0.004799, loss_weight: 0.000862
[14:19:49.635] iteration 229 : loss : 0.172978 cons_dist: 0.020178, loss_weight: 0.000862
[14:19:52.109] iteration 230 : loss : 0.297300 cons_dist: 0.011596, loss_weight: 0.000862
[14:19:55.383] iteration 231 : loss : 0.308904 cons_dist: 0.004304, loss_weight: 0.000862
[14:19:57.791] iteration 232 : loss : 0.130250 cons_dist: 0.041256, loss_weight: 0.000862
[14:20:01.236] iteration 233 : loss : 0.280356 cons_dist: 0.008209, loss_weight: 0.000862
[14:20:03.677] iteration 234 : loss : 0.327353 cons_dist: 0.005427, loss_weight: 0.000862
[14:20:06.949] iteration 235 : loss : 0.212725 cons_dist: 0.015049, loss_weight: 0.000862
[14:20:09.508] iteration 236 : loss : 0.234623 cons_dist: 0.028124, loss_weight: 0.000862
[14:20:12.668] iteration 237 : loss : 0.282217 cons_dist: 0.036250, loss_weight: 0.000862
[14:20:15.673] iteration 238 : loss : 0.226430 cons_dist: 0.011771, loss_weight: 0.000862
[14:20:18.382] iteration 239 : loss : 0.239201 cons_dist: 0.029078, loss_weight: 0.000862
[14:20:21.381] iteration 240 : loss : 0.284182 cons_dist: 0.006077, loss_weight: 0.000862
[14:20:25.590] iteration 241 : loss : 0.177443 cons_dist: 0.062993, loss_weight: 0.000862
[14:20:28.120] iteration 242 : loss : 0.246775 cons_dist: 0.017566, loss_weight: 0.000862
